customer_id,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
9605-WGJVW,Fiber optic,No,No,No,No,No,No
9114-DPSIA,DSL,Yes,Yes,Yes,Yes,No,Yes
4700-UBQMV,DSL,Yes,No,No,No,Yes,Yes
7711-GQBZC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3565-UNOCC,Fiber optic,No,No,Yes,No,Yes,Yes
4627-MIHJH,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9795-NREXC,DSL,Yes,No,Yes,Yes,Yes,Yes
8573-CGOCC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7356-AYNJP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9249-FXSCK,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5493-SDRDQ,DSL,Yes,No,Yes,No,No,No
6286-SUUWT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4819-HJPIW,DSL,No,No,No,No,No,No
8654-DHAOW,DSL,No,Yes,No,No,No,No
5438-QMDDL,DSL,No,Yes,No,No,No,Yes
9812-GHVRI,Fiber optic,No,No,No,No,No,Yes
5553-AOINX,Fiber optic,No,Yes,Yes,No,Yes,Yes
1228-ZLNBX,Fiber optic,No,No,No,No,No,No
4226-KKDON,DSL,No,Yes,No,Yes,Yes,No
3831-YCPUO,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7445-WMRBW,DSL,No,Yes,Yes,Yes,Yes,No
3308-DGHKL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9924-JPRMC,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0080-EMYVY,DSL,No,Yes,No,No,No,No
6218-KNUBD,DSL,No,Yes,No,No,Yes,No
7337-CINUD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7609-NRNCA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0623-EJQEG,Fiber optic,Yes,No,No,Yes,No,Yes
7153-CHRBV,DSL,Yes,No,Yes,Yes,No,No
0871-URUWO,Fiber optic,No,No,Yes,No,Yes,Yes
9190-MFJLN,Fiber optic,No,No,Yes,No,Yes,Yes
6198-PNNSZ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3317-VLGQT,Fiber optic,No,No,No,No,No,Yes
4132-POCZS,DSL,Yes,No,No,No,No,Yes
5614-DNZCE,DSL,Yes,Yes,Yes,Yes,No,No
1095-JUDTC,Fiber optic,No,Yes,No,Yes,Yes,No
3896-RCYYE,DSL,No,No,Yes,Yes,Yes,Yes
9638-JIQYA,DSL,No,No,No,No,No,No
3258-SANFR,DSL,No,No,No,No,No,No
3726-TBHQT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3190-ITQXP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0870-VEMYL,DSL,Yes,No,No,Yes,No,No
4833-QTJNO,Fiber optic,Yes,Yes,No,No,No,No
3039-MJSLN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0178-CIIKR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5385-SUIRI,Fiber optic,Yes,No,Yes,No,Yes,Yes
3982-XWFZQ,DSL,No,No,No,No,No,No
5774-QPLTF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2322-VCZHZ,Fiber optic,Yes,Yes,No,No,No,Yes
5010-IPEAQ,DSL,Yes,Yes,Yes,Yes,Yes,No
4009-ALQFH,Fiber optic,No,Yes,Yes,No,Yes,Yes
6383-ZTSIW,Fiber optic,Yes,Yes,No,No,Yes,Yes
8990-YOZLV,DSL,Yes,Yes,No,Yes,No,No
3069-SSVSN,DSL,No,No,No,No,No,No
5222-IMUKT,Fiber optic,No,No,No,No,Yes,Yes
3627-FCRDW,Fiber optic,No,No,No,No,No,No
7562-GSUHK,Fiber optic,No,Yes,Yes,No,No,Yes
6685-XSHHU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8901-UPRHR,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4903-UYAVB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0118-JPNOY,Fiber optic,Yes,No,No,No,Yes,No
6776-TLWOI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3845-FXCYS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5857-XRECV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0725-CXOTM,DSL,Yes,No,Yes,Yes,Yes,Yes
4343-EJVQB,Fiber optic,Yes,No,No,No,No,No
9000-PLFUZ,DSL,No,Yes,No,No,Yes,Yes
3427-GGZZI,Fiber optic,No,Yes,No,No,No,Yes
7779-ORAEL,DSL,Yes,No,Yes,Yes,No,Yes
0644-OQMDK,Fiber optic,No,No,No,No,No,No
4077-CROMM,Fiber optic,No,No,Yes,Yes,Yes,Yes
3154-CFSZG,Fiber optic,Yes,No,Yes,No,No,Yes
2868-MZAGQ,Fiber optic,No,No,No,No,No,Yes
4847-QNOKA,DSL,No,No,No,No,No,No
2220-IAHLS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1658-XUHBX,Fiber optic,No,No,Yes,No,No,Yes
6379-RXJRQ,Fiber optic,No,No,No,No,No,No
2378-HTWFW,Fiber optic,Yes,No,No,No,No,Yes
8650-RHRKE,DSL,No,No,Yes,No,No,No
4377-VDHYI,Fiber optic,Yes,Yes,No,No,No,Yes
0475-RIJEP,Fiber optic,No,Yes,No,No,No,No
1260-TTRXI,DSL,No,No,No,No,No,Yes
3719-TDVQB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6328-ZPBGN,Fiber optic,No,No,No,No,Yes,Yes
0201-MIBOL,Fiber optic,Yes,No,No,No,Yes,Yes
4937-QPZPO,Fiber optic,No,No,Yes,No,Yes,Yes
2925-VDZHY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6981-TDRFT,DSL,No,No,Yes,Yes,Yes,Yes
3413-CSSTH,DSL,No,No,Yes,No,No,No
8033-VCZGH,Fiber optic,Yes,No,Yes,No,Yes,Yes
4789-KWMXN,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0224-NIJLP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7542-CYDDM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4718-WXBGI,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2867-UIMSS,Fiber optic,No,No,No,No,No,Yes
8495-PRWFH,DSL,No,No,Yes,No,No,No
0439-IFYUN,Fiber optic,No,Yes,No,No,No,No
5716-LIBJC,Fiber optic,No,Yes,Yes,No,Yes,Yes
2868-LLSKM,Fiber optic,No,Yes,No,Yes,No,No
8111-RKSPX,Fiber optic,No,No,No,No,No,No
2988-QRAJY,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1585-MQSSU,DSL,No,No,No,Yes,No,No
0071-NDAFP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2856-NNASM,Fiber optic,No,No,No,No,Yes,Yes
7328-ZJAJO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6458-CYIDZ,Fiber optic,Yes,Yes,No,No,No,No
8559-CIZFV,DSL,Yes,Yes,No,Yes,Yes,No
1090-PYKCI,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3058-WQDRE,DSL,No,No,No,No,No,No
7547-EKNFS,Fiber optic,No,Yes,Yes,No,Yes,No
2279-AXJJK,Fiber optic,No,Yes,No,Yes,No,Yes
6769-DYBQN,Fiber optic,Yes,No,No,No,No,Yes
0909-SELIE,DSL,Yes,Yes,Yes,Yes,No,Yes
3417-TSCIC,DSL,No,No,No,No,No,No
1042-HFUCW,DSL,No,Yes,No,Yes,No,No
4439-JMPMT,Fiber optic,No,No,No,Yes,Yes,No
6537-OTKMY,DSL,No,No,Yes,No,Yes,Yes
8999-EXMNO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6725-TPKJO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2446-BEGGB,Fiber optic,No,Yes,No,No,Yes,Yes
7162-WPHPM,DSL,Yes,Yes,Yes,Yes,No,No
1599-MMYRQ,Fiber optic,Yes,Yes,No,No,No,No
8821-KVZKQ,DSL,No,Yes,Yes,Yes,Yes,Yes
1496-GGSUK,DSL,No,No,No,No,No,No
6434-TTGJP,DSL,Yes,Yes,Yes,Yes,No,Yes
0042-JVWOJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0130-SXOUN,Fiber optic,No,Yes,No,No,No,Yes
2575-GFSOE,Fiber optic,No,No,No,No,No,No
2330-PQGDQ,Fiber optic,No,Yes,No,Yes,No,No
1452-UZOSF,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2097-YVPKN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2842-JTCCU,DSL,No,No,No,No,No,No
8597-CTXVJ,DSL,Yes,Yes,No,Yes,No,No
6631-HMANX,DSL,No,Yes,Yes,Yes,Yes,Yes
9962-BFPDU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3296-SILRA,Fiber optic,No,Yes,No,No,No,No
9681-OXGVC,Fiber optic,No,No,Yes,No,Yes,Yes
6394-HHHZM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-LFTLE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5180-UCIIQ,DSL,Yes,No,No,No,No,Yes
1932-UEDCX,Fiber optic,No,Yes,No,No,Yes,Yes
7153-OANIO,Fiber optic,No,No,No,No,No,No
5188-HGMLP,Fiber optic,No,No,No,No,No,No
0665-XHDJU,Fiber optic,No,Yes,No,No,Yes,Yes
6521-YYTYI,Fiber optic,No,No,No,No,Yes,Yes
8878-HMWBV,DSL,No,No,Yes,No,No,No
8265-HKSOW,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3544-FBCAS,DSL,Yes,Yes,Yes,No,Yes,Yes
5331-RGMTT,Fiber optic,No,No,Yes,No,Yes,Yes
4759-PXTAN,DSL,No,Yes,No,Yes,Yes,Yes
7054-DMVAS,DSL,Yes,Yes,No,No,Yes,No
3428-MMGUB,Fiber optic,No,No,Yes,No,Yes,No
6549-BTYPG,DSL,No,Yes,Yes,Yes,Yes,Yes
7823-JSOAG,Fiber optic,No,No,No,No,No,No
3705-RHRFR,Fiber optic,Yes,No,No,No,Yes,Yes
9374-YOLBJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9074-KGVOX,DSL,Yes,No,No,No,Yes,No
6128-DAFVY,DSL,No,No,No,No,Yes,Yes
9933-QRGTX,Fiber optic,Yes,No,No,Yes,Yes,Yes
4476-OSWTN,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3751-KTZEL,DSL,No,No,No,No,No,Yes
1977-STDKI,Fiber optic,No,Yes,No,No,No,No
5066-GFJMM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2661-GKBTK,DSL,No,Yes,No,Yes,Yes,Yes
0458-HEUZG,DSL,No,No,Yes,Yes,No,No
7268-WNTCP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0824-VWDPO,Fiber optic,Yes,Yes,No,No,No,Yes
8409-WQJUX,DSL,No,No,Yes,Yes,Yes,Yes
2578-JQPHZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
3278-FSIXX,DSL,No,No,No,No,No,No
5813-UECBU,Fiber optic,No,Yes,Yes,No,No,No
0328-GRPMV,Fiber optic,No,No,No,No,No,No
9746-UGFAC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2946-KIQSP,DSL,No,No,Yes,Yes,No,No
0625-AFOHS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6726-WEXXK,Fiber optic,Yes,No,Yes,No,No,No
4636-OLWOE,DSL,No,Yes,Yes,Yes,No,No
4342-HENTK,Fiber optic,No,No,No,No,No,No
4685-ERGHK,Fiber optic,No,No,No,No,Yes,No
0885-HMGPY,DSL,Yes,Yes,Yes,Yes,No,No
5003-OKNNK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4195-SMMNX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7208-PSIHR,Fiber optic,No,No,Yes,Yes,Yes,Yes
4012-ZTHBR,DSL,No,No,No,No,No,No
0489-WMEMG,DSL,No,No,No,Yes,No,No
7435-ZNUYY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1354-YZFNB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6956-SMUCM,Fiber optic,Yes,No,Yes,No,Yes,Yes
2985-FMWYF,Fiber optic,No,No,No,No,Yes,Yes
2812-ENYMO,DSL,Yes,No,No,Yes,Yes,Yes
2717-HVIZY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3223-WZWJM,Fiber optic,No,No,No,No,No,Yes
3422-GALYP,Fiber optic,No,Yes,No,No,No,No
9053-JZFKV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2530-ENDWQ,Fiber optic,No,No,No,No,Yes,Yes
2890-WFBHU,DSL,Yes,Yes,Yes,Yes,No,Yes
0327-WFZSY,Fiber optic,No,No,Yes,No,Yes,Yes
7977-HXJKU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6615-ZGEDR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7033-CLAMM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4023-RTIQM,DSL,Yes,Yes,Yes,No,No,Yes
0864-FVJNJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7356-IWLFW,Fiber optic,No,Yes,No,No,No,No
9541-PWTWO,DSL,No,No,Yes,Yes,Yes,Yes
3967-VQOGC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7872-RDDLZ,DSL,No,Yes,No,No,No,No
9250-WYPLL,Fiber optic,No,No,No,No,No,No
6308-CQRBU,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2754-XBHTB,Fiber optic,No,No,No,No,Yes,No
1597-LHYNC,Fiber optic,Yes,Yes,No,No,No,Yes
0186-CAERR,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3043-SUDUA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5442-BHQNG,Fiber optic,No,No,No,No,No,No
2169-RRLFW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5872-OEQNH,DSL,Yes,No,Yes,No,No,Yes
3162-KKZXO,Fiber optic,No,No,Yes,No,Yes,Yes
7055-VKGDA,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
0754-UKWQP,Fiber optic,No,No,Yes,No,Yes,Yes
8873-GLDMH,Fiber optic,No,No,No,No,No,No
5696-JVVQY,DSL,Yes,Yes,Yes,No,No,Yes
8946-BFWSG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7493-TPUWZ,Fiber optic,No,Yes,No,No,No,No
0547-HURJB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8904-OPDCK,DSL,No,No,No,No,No,No
8845-LWKGE,DSL,No,No,Yes,Yes,Yes,No
1577-HKTFG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8752-STIVR,Fiber optic,No,No,No,No,Yes,No
0691-NIKRI,Fiber optic,No,No,Yes,Yes,Yes,Yes
5022-JNQEQ,Fiber optic,No,No,No,Yes,No,No
4558-FANTW,Fiber optic,Yes,No,No,Yes,Yes,No
3249-VHRIP,DSL,No,Yes,Yes,No,No,Yes
3736-BLEPA,Fiber optic,No,Yes,No,Yes,Yes,No
4701-LKOZD,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6603-QWSPR,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9921-QFQUL,Fiber optic,No,No,Yes,No,No,Yes
1929-ZCBHE,DSL,Yes,No,Yes,Yes,No,No
4378-MYPGO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8651-ENBZX,Fiber optic,No,No,Yes,Yes,Yes,Yes
4129-LYCOI,Fiber optic,No,Yes,No,Yes,Yes,Yes
7798-JVXYM,DSL,No,No,No,Yes,Yes,Yes
8647-SDTWQ,Fiber optic,No,No,No,No,No,No
2696-ECXKC,Fiber optic,Yes,No,No,No,Yes,Yes
2081-KJSQF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7623-TRNQN,DSL,No,No,No,Yes,No,No
3323-CPBWR,Fiber optic,No,No,Yes,Yes,Yes,No
9330-IJWIO,Fiber optic,Yes,No,No,No,Yes,Yes
3384-CTMSF,Fiber optic,No,Yes,Yes,No,Yes,Yes
0902-RFHOF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9286-DOJGF,Fiber optic,No,No,No,No,No,No
6048-QBXKL,DSL,No,Yes,No,No,No,No
9661-MHUMO,DSL,No,No,No,Yes,No,No
7718-RXDGG,Fiber optic,No,No,No,No,No,No
1025-FALIX,Fiber optic,No,No,No,No,No,No
3451-VAWLI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3407-QGWLG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1842-EZJMK,Fiber optic,No,Yes,No,Yes,Yes,Yes
2347-WKKAE,Fiber optic,Yes,No,Yes,No,No,Yes
8735-DCXNF,DSL,Yes,No,No,Yes,No,No
3214-IYUUQ,Fiber optic,Yes,Yes,No,Yes,No,Yes
1936-UAFEH,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3587-PMCOY,Fiber optic,Yes,No,Yes,No,Yes,Yes
8079-XRJRS,Fiber optic,Yes,Yes,Yes,No,No,No
1027-LKKQQ,DSL,Yes,No,Yes,Yes,Yes,Yes
7148-XZPHA,Fiber optic,No,Yes,No,Yes,No,No
8073-IJDCM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5309-TAIKL,DSL,No,No,Yes,Yes,No,Yes
6856-RAURS,Fiber optic,No,No,No,No,No,No
8778-LMWTJ,Fiber optic,Yes,No,No,No,No,No
9717-IOAAF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8884-ADFVN,Fiber optic,No,No,Yes,No,Yes,Yes
2845-KDHVX,DSL,No,Yes,Yes,Yes,No,Yes
0848-SOMKO,DSL,Yes,No,Yes,Yes,No,Yes
2720-WGKHP,Fiber optic,No,No,No,No,Yes,Yes
6734-FQAJX,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2869-ADAWR,Fiber optic,No,Yes,No,No,Yes,No
1535-VTJOQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6368-TZZDT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0943-ZQPXH,Fiber optic,No,No,Yes,No,Yes,Yes
1293-BSEUN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9894-EZEWG,Fiber optic,No,Yes,No,No,No,No
1302-TPUBN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7851-FLGGQ,DSL,No,Yes,No,Yes,No,Yes
0637-UBJRP,Fiber optic,Yes,No,No,No,No,Yes
0940-OUQEC,Fiber optic,No,Yes,No,No,No,No
2378-VTKDH,Fiber optic,No,Yes,Yes,No,Yes,Yes
0927-CNGRH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8608-OZTLB,DSL,Yes,Yes,Yes,Yes,Yes,No
2335-GSODA,DSL,Yes,No,Yes,Yes,No,No
1952-DVVSW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0702-PGIBZ,Fiber optic,No,Yes,No,No,Yes,Yes
6656-GULJQ,DSL,Yes,No,Yes,Yes,Yes,Yes
9853-JFZDU,DSL,No,Yes,No,Yes,No,No
1963-VAUKV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3777-XROBG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6994-FGRHH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4000-VGMQP,DSL,No,Yes,Yes,No,Yes,Yes
3999-WRNGR,DSL,No,Yes,No,No,Yes,Yes
3466-RITXD,Fiber optic,Yes,Yes,No,No,Yes,No
2680-XKKNJ,DSL,Yes,Yes,No,Yes,No,No
3058-HJCUY,Fiber optic,No,No,Yes,Yes,Yes,Yes
2974-GGUXS,Fiber optic,No,Yes,No,No,Yes,No
7994-XIRTR,DSL,No,No,Yes,Yes,No,Yes
3259-FDWOY,Fiber optic,No,Yes,Yes,No,Yes,Yes
2101-RANCD,Fiber optic,No,No,No,No,No,No
7921-BEPCI,DSL,Yes,Yes,No,No,No,No
0807-ZABDG,DSL,Yes,No,No,Yes,No,No
8510-TMWYB,DSL,No,Yes,Yes,No,No,No
3258-ZKPAI,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1428-IEDPR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5298-GSTLM,Fiber optic,Yes,No,No,No,Yes,Yes
4450-YOOHP,DSL,No,No,Yes,No,Yes,Yes
6728-CZFEI,DSL,No,No,No,No,Yes,No
5748-RNCJT,Fiber optic,No,No,Yes,Yes,Yes,Yes
3653-NCRDJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6121-TNHBO,DSL,Yes,Yes,Yes,Yes,Yes,No
5119-NZPTV,Fiber optic,No,No,No,No,No,No
6519-ZHPXP,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7739-LAXOG,Fiber optic,No,No,Yes,No,No,Yes
3472-QPRCH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8224-UAXBZ,DSL,Yes,Yes,No,No,Yes,No
9610-WCESF,DSL,Yes,No,No,Yes,Yes,No
9776-CLUJA,Fiber optic,Yes,No,No,No,No,No
2486-WYVVE,DSL,No,No,Yes,Yes,Yes,Yes
3865-ZYKAD,Fiber optic,Yes,Yes,No,No,No,No
1422-DGUBX,Fiber optic,No,No,No,Yes,No,No
2999-AANRQ,DSL,Yes,Yes,No,Yes,Yes,No
8668-KNZTI,DSL,Yes,No,Yes,No,No,No
0480-KYJVA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6034-ZRYCV,DSL,No,Yes,Yes,No,Yes,Yes
9746-YKGXB,DSL,Yes,No,Yes,No,No,Yes
3926-YZVVX,DSL,No,No,No,Yes,No,No
6000-UKLWI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2079-FBMZK,Fiber optic,No,No,No,No,No,No
6332-FBZRI,DSL,Yes,Yes,Yes,Yes,No,No
2096-XOTMO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3266-FTKHB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8221-EQDGL,DSL,Yes,Yes,Yes,No,No,No
2346-LOCWC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6608-QQLVK,DSL,No,No,Yes,No,No,No
0298-XACET,DSL,No,Yes,Yes,Yes,Yes,No
7560-QJAVJ,DSL,Yes,No,Yes,Yes,Yes,Yes
2995-YWTCD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3551-HUAZH,Fiber optic,No,No,No,No,No,No
9137-UIYPG,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2809-ZMYOQ,Fiber optic,No,No,Yes,No,Yes,Yes
5084-OOVCJ,DSL,Yes,No,No,Yes,No,No
0254-WWRKD,DSL,No,Yes,No,No,No,No
7727-SHVZV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6302-JGYRJ,DSL,No,Yes,No,Yes,Yes,Yes
5339-PXDVH,Fiber optic,Yes,No,No,No,Yes,No
2205-LPVGL,Fiber optic,Yes,Yes,No,Yes,No,No
8782-NUUOL,DSL,Yes,No,Yes,Yes,Yes,Yes
3685-YLCMQ,Fiber optic,No,No,Yes,Yes,Yes,Yes
7601-WFVZV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4609-KNNWG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4868-AADLV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9529-OFXHY,Fiber optic,Yes,No,No,No,Yes,No
8634-MPHTR,Fiber optic,No,No,Yes,No,Yes,Yes
2669-QVCRG,Fiber optic,Yes,No,No,No,No,No
2478-EEWWM,DSL,No,No,No,No,Yes,Yes
9174-IHETN,Fiber optic,No,No,No,No,No,No
2233-TXSIU,DSL,Yes,No,Yes,No,Yes,No
9644-UMGQA,DSL,Yes,No,No,No,No,No
3256-EZDBI,DSL,No,Yes,No,No,No,No
8761-NSOBC,Fiber optic,No,Yes,No,Yes,Yes,Yes
0419-YAAPX,Fiber optic,No,Yes,No,No,Yes,No
8413-VONUO,Fiber optic,No,Yes,No,No,Yes,Yes
0872-CASZJ,DSL,Yes,No,No,Yes,No,Yes
4726-DLWQN,DSL,Yes,Yes,No,No,Yes,No
8164-OCKUJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3094-JOJAI,Fiber optic,No,No,No,No,No,No
9494-MRNYX,Fiber optic,No,No,No,No,No,No
2599-CZABP,DSL,No,No,No,No,No,No
7945-PRBVF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4544-RXFMG,DSL,No,No,No,No,No,No
0859-YGKFW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1150-FTQGN,Fiber optic,Yes,Yes,No,No,Yes,No
9223-UCPVT,Fiber optic,No,No,Yes,No,Yes,Yes
7196-LIWRH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5448-VWNAM,DSL,Yes,Yes,No,Yes,Yes,No
1177-XZBJL,DSL,Yes,Yes,No,Yes,No,No
3518-FSTWG,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9330-VOFSZ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4351-QLCSU,DSL,No,No,No,No,Yes,No
0939-EREMR,DSL,No,No,Yes,Yes,No,No
9389-ACWBI,Fiber optic,No,No,No,No,No,No
5419-JPRRN,Fiber optic,No,No,Yes,No,Yes,Yes
3644-QXEHN,Fiber optic,No,No,Yes,No,Yes,Yes
2911-IJORQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5921-NGYRH,Fiber optic,Yes,No,No,No,No,No
2100-BDNSN,DSL,No,No,Yes,Yes,Yes,No
5998-DZLYR,Fiber optic,No,Yes,No,Yes,No,Yes
0488-GSLFR,Fiber optic,No,No,No,No,No,No
9318-NKNFC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3985-HOYPM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9728-FTTVZ,Fiber optic,No,No,No,No,No,No
9548-LERKT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6576-FBXOJ,DSL,No,No,Yes,Yes,Yes,Yes
4310-KEDTB,DSL,No,No,Yes,No,No,No
7254-IQWOZ,Fiber optic,No,No,No,No,No,No
2474-BRUCM,Fiber optic,Yes,No,No,No,Yes,Yes
4062-HBMOS,Fiber optic,No,Yes,Yes,No,Yes,Yes
0742-NXBGR,Fiber optic,No,Yes,Yes,No,No,No
2676-ISHSF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9236-NDUCW,DSL,Yes,No,No,Yes,No,No
4753-PADAS,Fiber optic,No,Yes,Yes,No,Yes,Yes
6103-QCKFX,DSL,Yes,No,No,Yes,No,No
7781-EWARA,DSL,No,Yes,Yes,Yes,Yes,Yes
6110-OHIHY,Fiber optic,No,No,No,No,Yes,No
7018-FPXHH,DSL,Yes,Yes,Yes,No,No,No
5889-LFOLL,Fiber optic,No,No,No,No,No,Yes
5708-EVONK,Fiber optic,Yes,Yes,No,No,No,Yes
