customer_id,contract_type,paperless_billing,payment_method
2302-OUZXB,Two year,False,Bank transfer (automatic)
8133-ANHHJ,One year,False,Bank transfer (automatic)
2270-CHBFN,Month-to-month,True,Credit card (automatic)
0013-EXCHZ,Month-to-month,True,Mailed check
5982-FPVQN,Month-to-month,True,Electronic check
9107-UKCKY,One year,True,Electronic check
4654-ULTTN,Two year,True,Credit card (automatic)
5550-VFRLC,Month-to-month,True,Electronic check
5546-BYZSM,Month-to-month,False,Electronic check
1492-KGETH,One year,False,Bank transfer (automatic)
4929-BSTRX,Month-to-month,True,Mailed check
4163-HFTUK,One year,False,Electronic check
8215-NGSPE,Two year,False,Mailed check
2225-ZRGSG,Two year,False,Bank transfer (automatic)
8859-YSTWS,One year,False,Bank transfer (automatic)
5271-YNWVR,Two year,True,Electronic check
7601-DHFWZ,Two year,False,Credit card (automatic)
2657-ALMWY,Month-to-month,False,Electronic check
6330-JKLPC,Month-to-month,True,Bank transfer (automatic)
4667-OHGKG,Month-to-month,True,Mailed check
1998-VHJHK,One year,False,Mailed check
1707-HABPF,One year,True,Bank transfer (automatic)
1660-HSOOQ,Month-to-month,True,Mailed check
7253-UVNDW,Two year,False,Credit card (automatic)
0487-VVUVK,Month-to-month,True,Mailed check
7228-OMTPN,Month-to-month,True,Electronic check
5063-IUOKK,Two year,False,Mailed check
4508-OEBEY,One year,True,Credit card (automatic)
0027-KWYKW,Month-to-month,True,Electronic check
2308-STERM,Month-to-month,False,Mailed check
5982-XMDEX,Two year,False,Bank transfer (automatic)
6284-AHOOQ,Month-to-month,True,Bank transfer (automatic)
6051-PTVNS,One year,False,Credit card (automatic)
2344-JMOGN,Month-to-month,True,Mailed check
3799-ISUZQ,Month-to-month,True,Bank transfer (automatic)
2877-VDUER,One year,False,Mailed check
9152-AMKAK,Two year,True,Mailed check
1794-HBQTJ,Month-to-month,True,Credit card (automatic)
9432-VOFYX,Month-to-month,True,Electronic check
8049-WJCLQ,Month-to-month,False,Mailed check
6586-PSJOX,One year,False,Credit card (automatic)
2460-FPSYH,Month-to-month,True,Electronic check
9705-ZJBCG,One year,False,Bank transfer (automatic)
4818-DRBQT,Month-to-month,True,Bank transfer (automatic)
1320-HTRDR,Month-to-month,True,Electronic check
6847-KJLTS,Month-to-month,True,Bank transfer (automatic)
9670-BPNXF,One year,True,Credit card (automatic)
3913-FCUUW,Two year,True,Bank transfer (automatic)
3301-VKTGC,One year,True,Bank transfer (automatic)
1493-AMTIE,Month-to-month,True,Bank transfer (automatic)
9555-SAHUZ,Month-to-month,False,Electronic check
0816-TSPHQ,Month-to-month,False,Mailed check
9932-WBWIK,Month-to-month,False,Mailed check
4619-EVPHY,One year,True,Bank transfer (automatic)
5286-YHCVC,Two year,True,Bank transfer (automatic)
6424-ELEYH,Month-to-month,True,Credit card (automatic)
4391-RESHN,Month-to-month,True,Mailed check
9115-YQHGA,Month-to-month,True,Electronic check
4462-CYWMH,Month-to-month,True,Bank transfer (automatic)
8963-MQVYN,Month-to-month,True,Electronic check
2458-EOMRE,Month-to-month,False,Bank transfer (automatic)
9334-GWGOW,Month-to-month,True,Electronic check
6821-BUXUX,Month-to-month,True,Electronic check
5028-HTLJB,Month-to-month,False,Mailed check
9801-GDWGV,Month-to-month,True,Electronic check
6542-LWGXJ,Month-to-month,False,Mailed check
5567-GZKQY,Two year,False,Credit card (automatic)
1222-LRYKO,Month-to-month,False,Mailed check
2320-JRSDE,Month-to-month,True,Electronic check
2087-QAREY,Month-to-month,True,Mailed check
0601-WZHJF,Month-to-month,False,Electronic check
4423-JWZJN,One year,False,Credit card (automatic)
5143-WMWOG,Month-to-month,False,Electronic check
6490-FGZAT,Month-to-month,False,Mailed check
5393-RXQSZ,Month-to-month,False,Electronic check
7452-FOLON,One year,False,Bank transfer (automatic)
2320-TZRRH,One year,False,Mailed check
0231-LXVAP,Month-to-month,True,Electronic check
9444-JTXHZ,Month-to-month,False,Electronic check
4942-VZZOM,One year,True,Credit card (automatic)
5510-BOIUJ,Month-to-month,False,Mailed check
7502-BNYGS,Month-to-month,True,Credit card (automatic)
4291-HYEBC,One year,True,Electronic check
6147-CBCRA,Month-to-month,False,Mailed check
6047-SUHPR,One year,False,Electronic check
4471-KXAUH,Month-to-month,True,Electronic check
9752-ZNQUT,Month-to-month,True,Electronic check
7638-QVMVY,Month-to-month,True,Electronic check
1576-PFZIW,Two year,False,Credit card (automatic)
5666-MBJPT,Two year,True,Bank transfer (automatic)
7312-XSBAT,Month-to-month,False,Electronic check
3096-GKWEB,Month-to-month,True,Electronic check
2371-JQHZZ,Month-to-month,True,Electronic check
0674-GCDXG,Two year,True,Bank transfer (automatic)
1121-QSIVB,One year,True,Mailed check
4396-KLSEH,Month-to-month,True,Electronic check
3244-DCJWY,Month-to-month,True,Electronic check
2824-MYYBN,Month-to-month,True,Electronic check
0875-CABNR,Month-to-month,True,Credit card (automatic)
6345-HOVES,Month-to-month,True,Bank transfer (automatic)
8318-LCNBW,One year,False,Credit card (automatic)
6469-QJKZW,Month-to-month,False,Electronic check
0147-ESWWR,Month-to-month,True,Electronic check
1217-VASWC,One year,True,Bank transfer (automatic)
7812-FZHPE,Month-to-month,False,Mailed check
6370-ZVHDV,Two year,False,Bank transfer (automatic)
5915-DGNVC,One year,False,Electronic check
6260-XLACS,One year,False,Mailed check
3566-CAAYU,Two year,False,Electronic check
4983-CCWMC,Month-to-month,True,Mailed check
9103-CXVOK,Month-to-month,False,Electronic check
2896-TBNBE,One year,False,Electronic check
4797-AXPXK,Month-to-month,True,Electronic check
5229-PRWKT,Month-to-month,True,Electronic check
6982-UQZLY,Month-to-month,True,Mailed check
2522-WLNSF,One year,False,Bank transfer (automatic)
3841-CONLJ,Month-to-month,False,Electronic check
5057-LCOUI,Month-to-month,True,Electronic check
0193-ESZXP,One year,True,Credit card (automatic)
4475-NVTLU,Two year,False,Electronic check
4369-HTUIF,Month-to-month,True,Bank transfer (automatic)
9386-LDCZR,One year,True,Credit card (automatic)
9585-KKMFD,Two year,True,Mailed check
5399-ZIMKF,Month-to-month,True,Electronic check
0336-KXKFK,Two year,True,Credit card (automatic)
5619-XZZKR,One year,False,Mailed check
3948-FVVRP,Month-to-month,False,Mailed check
5327-XOKKY,Two year,True,Credit card (automatic)
0983-TATYJ,One year,True,Mailed check
1813-JYWTO,Two year,False,Bank transfer (automatic)
0156-FVPTA,Month-to-month,True,Electronic check
1984-FCOWB,One year,True,Electronic check
0654-HMSHN,Month-to-month,False,Electronic check
6719-OXYBR,Month-to-month,False,Electronic check
3312-ZWLGF,Month-to-month,True,Electronic check
6476-YHMGA,Month-to-month,False,Bank transfer (automatic)
5287-QWLKY,Month-to-month,True,Credit card (automatic)
0795-XCCTE,Two year,False,Bank transfer (automatic)
0168-XZKBB,Month-to-month,True,Electronic check
3785-NRHYR,Month-to-month,False,Mailed check
5196-SGOAK,Month-to-month,True,Electronic check
4537-DKTAL,Month-to-month,False,Electronic check
7072-MBHEV,Month-to-month,True,Credit card (automatic)
5602-BVFMK,One year,False,Mailed check
6297-NOOPG,Two year,True,Electronic check
1891-UAWWU,Month-to-month,False,Electronic check
8204-TIFGJ,Month-to-month,True,Bank transfer (automatic)
8050-DVOJX,Two year,False,Credit card (automatic)
6108-OQZDQ,Month-to-month,True,Electronic check
0363-QJVFX,Month-to-month,True,Credit card (automatic)
8903-XEBGX,Month-to-month,True,Electronic check
8169-SAEJD,Two year,False,Credit card (automatic)
9840-DVNDC,Month-to-month,True,Credit card (automatic)
1089-XZWHH,Two year,True,Mailed check
2325-WINES,One year,True,Credit card (automatic)
6064-ZATLR,Two year,False,Bank transfer (automatic)
3096-JRDSO,Month-to-month,True,Bank transfer (automatic)
7824-PANSQ,Month-to-month,False,Bank transfer (automatic)
8042-JVNFH,Month-to-month,True,Mailed check
9648-BCHKM,Two year,True,Credit card (automatic)
2888-ADFAO,Two year,True,Bank transfer (automatic)
8707-HOEDG,Two year,True,Electronic check
3374-LXDEV,Month-to-month,False,Electronic check
4072-IPYLT,Month-to-month,False,Credit card (automatic)
7167-PCEYD,Two year,True,Mailed check
4936-YPJNK,Month-to-month,True,Mailed check
1580-BMCMR,Month-to-month,True,Electronic check
4817-KEQSP,Two year,False,Bank transfer (automatic)
6408-WHTEF,Two year,True,Mailed check
9251-AWQGT,Two year,False,Mailed check
8749-CLJXC,Month-to-month,False,Mailed check
7989-VCQOH,Month-to-month,False,Electronic check
5049-GLYVG,Month-to-month,False,Mailed check
4199-QHJNM,Two year,False,Bank transfer (automatic)
8882-TLVRW,Two year,False,Mailed check
5883-GTGVD,Month-to-month,True,Electronic check
5135-GRQJV,Two year,True,Mailed check
2384-OVPSA,Two year,False,Mailed check
1371-WEPDS,One year,False,Electronic check
3580-GICBM,Two year,True,Mailed check
4817-QRJSX,Month-to-month,True,Credit card (automatic)
9730-DRTMJ,One year,True,Credit card (automatic)
4686-UXDML,Month-to-month,True,Credit card (automatic)
3349-ANQNH,One year,True,Electronic check
2398-YPMUR,Month-to-month,True,Electronic check
0932-YIXYU,Two year,False,Credit card (automatic)
7480-SPLEF,Two year,True,Bank transfer (automatic)
7636-XUHWW,Month-to-month,True,Credit card (automatic)
1431-CYWMH,Month-to-month,False,Bank transfer (automatic)
5937-EORGB,Month-to-month,True,Electronic check
6349-JDHQP,Two year,False,Credit card (automatic)
5539-HIVAK,Month-to-month,False,Mailed check
5847-MXBEO,One year,False,Mailed check
9985-MWVIX,Month-to-month,True,Mailed check
4583-PARNH,Month-to-month,True,Electronic check
1116-FRYVH,Two year,False,Mailed check
1421-HCERK,Month-to-month,True,Bank transfer (automatic)
9633-XQABV,Month-to-month,True,Electronic check
0716-BQNDX,Two year,False,Electronic check
1265-XTECC,One year,True,Credit card (automatic)
1183-CANVH,One year,False,Bank transfer (automatic)
1972-XMUWV,Two year,True,Credit card (automatic)
8679-LZBMD,One year,True,Bank transfer (automatic)
3407-JMJQQ,Two year,True,Bank transfer (automatic)
6252-DFGTK,One year,False,Credit card (automatic)
1539-LNKHM,Month-to-month,False,Mailed check
8645-KOMJQ,Two year,True,Bank transfer (automatic)
0289-IVARM,Month-to-month,False,Electronic check
9761-XUJWD,Month-to-month,True,Bank transfer (automatic)
4057-FKCZK,Two year,False,Bank transfer (automatic)
4291-TPNFG,Two year,True,Bank transfer (automatic)
6087-YPWHO,Two year,False,Mailed check
3090-QFUVD,Month-to-month,False,Credit card (automatic)
2237-ZFSMY,One year,True,Electronic check
1722-LDZJS,One year,False,Credit card (automatic)
1818-ESQMW,Month-to-month,True,Electronic check
4871-JTKJF,Month-to-month,True,Electronic check
1415-YFWLT,Month-to-month,True,Electronic check
7401-RUBNK,Month-to-month,False,Electronic check
0506-YLVKJ,Two year,True,Mailed check
8661-BOYNW,Two year,True,Credit card (automatic)
6711-VTNRE,Month-to-month,True,Electronic check
4815-GBTCD,Month-to-month,True,Electronic check
2805-AUFQN,Two year,False,Credit card (automatic)
0980-PVMRC,Month-to-month,True,Electronic check
7233-DRTRF,Month-to-month,True,Electronic check
3500-RMZLT,Month-to-month,True,Mailed check
3873-NFTGI,Month-to-month,True,Credit card (automatic)
1162-ECVII,Two year,True,Bank transfer (automatic)
7048-GXDAY,Month-to-month,True,Electronic check
8571-ZCMCX,Two year,True,Credit card (automatic)
1169-WCVAK,Month-to-month,True,Credit card (automatic)
4548-SDBKE,Month-to-month,True,Electronic check
8066-POXGX,Month-to-month,True,Electronic check
7129-CAKJW,Month-to-month,False,Bank transfer (automatic)
8695-ARGXZ,Month-to-month,True,Electronic check
3570-YUEKJ,Month-to-month,True,Electronic check
4143-OOBWZ,Month-to-month,True,Electronic check
1555-HAPSU,Two year,False,Credit card (automatic)
1697-NVVGY,Month-to-month,False,Bank transfer (automatic)
7854-EKTJL,Month-to-month,True,Electronic check
8464-EETCQ,Two year,False,Credit card (automatic)
2419-FSORS,Two year,True,Electronic check
8132-YPVBX,Month-to-month,True,Mailed check
9102-IAYHT,Month-to-month,True,Electronic check
6754-LZUKA,Two year,False,Bank transfer (automatic)
3422-LYEPQ,Month-to-month,True,Electronic check
8099-MZPUJ,Two year,False,Credit card (automatic)
0787-LHDYT,Month-to-month,True,Credit card (automatic)
2642-DTVCO,Month-to-month,True,Electronic check
0374-IOEGQ,Month-to-month,False,Electronic check
4361-JEIVL,Month-to-month,True,Electronic check
3197-NNYNB,Two year,False,Credit card (automatic)
3396-DKDEL,Two year,True,Credit card (automatic)
1752-OZXFY,One year,True,Mailed check
9066-QRSDU,One year,True,Electronic check
9112-WSNPU,Month-to-month,False,Electronic check
9867-NNXLC,Month-to-month,True,Mailed check
5321-NTRKC,Two year,False,Bank transfer (automatic)
1363-TXLSL,Month-to-month,True,Electronic check
9507-EXLTT,Month-to-month,True,Bank transfer (automatic)
3161-GETRM,Month-to-month,True,Credit card (automatic)
0402-OAMEN,Two year,False,Bank transfer (automatic)
6933-VLYFX,One year,False,Electronic check
6754-WKSHP,One year,False,Bank transfer (automatic)
9846-GKXAS,Month-to-month,True,Bank transfer (automatic)
6017-PPLPX,Month-to-month,True,Electronic check
4976-LNFVV,Month-to-month,True,Credit card (automatic)
5055-MGMGF,Month-to-month,True,Electronic check
4641-FROLU,Two year,False,Mailed check
2862-JVEOY,One year,False,Mailed check
2969-QWUBZ,Month-to-month,False,Electronic check
9822-BIIGN,Month-to-month,False,Electronic check
2077-MPJQO,Month-to-month,True,Electronic check
1534-OULXE,One year,True,Bank transfer (automatic)
7136-RVDTZ,One year,True,Electronic check
2971-SGAFL,Month-to-month,True,Electronic check
1480-IVEVR,One year,True,Bank transfer (automatic)
2905-KFQUV,Month-to-month,True,Credit card (automatic)
4581-SSPWD,Month-to-month,True,Electronic check
3370-HXOPH,Month-to-month,False,Electronic check
9391-YZEJW,One year,True,Bank transfer (automatic)
9958-MEKUC,Two year,False,Credit card (automatic)
0281-CNTZX,Two year,True,Bank transfer (automatic)
6927-WTFIV,Month-to-month,False,Credit card (automatic)
4118-CEVPF,One year,True,Bank transfer (automatic)
3398-ZOUAA,Month-to-month,True,Electronic check
9114-VEPUF,One year,False,Electronic check
7876-BEUTG,Month-to-month,True,Mailed check
2338-BQEZT,Month-to-month,True,Credit card (automatic)
9873-MNDKV,Month-to-month,True,Mailed check
0378-NHQXU,Month-to-month,False,Electronic check
8241-JUIQO,One year,False,Bank transfer (automatic)
2194-IIQOF,Two year,False,Credit card (automatic)
4512-ZUIYL,Month-to-month,False,Bank transfer (automatic)
9631-RXVJM,Two year,False,Mailed check
9584-EXCDZ,Month-to-month,False,Bank transfer (automatic)
7969-AULMZ,Month-to-month,True,Electronic check
5093-FEGLU,Two year,False,Bank transfer (automatic)
2621-UDNLU,Month-to-month,False,Mailed check
7526-IVLYU,Month-to-month,True,Mailed check
2428-HYUNX,Two year,True,Credit card (automatic)
9214-EKVXR,Month-to-month,True,Mailed check
3410-MHHUM,One year,False,Electronic check
0568-ONFPC,Month-to-month,True,Bank transfer (automatic)
0733-VUNUW,Month-to-month,True,Bank transfer (automatic)
4550-EVXNY,Month-to-month,True,Electronic check
2122-YWVYA,Month-to-month,True,Electronic check
2968-SSGAA,Month-to-month,True,Electronic check
2296-DKZFP,Two year,False,Bank transfer (automatic)
4844-JJWUY,Month-to-month,True,Electronic check
6777-TGHTM,One year,True,Credit card (automatic)
8909-BOLNL,One year,False,Mailed check
6603-YRDCJ,Two year,True,Mailed check
3538-WZPHD,Month-to-month,True,Electronic check
3229-USWAR,One year,True,Bank transfer (automatic)
2138-VFAPZ,Two year,True,Mailed check
6131-JLWZM,Month-to-month,True,Mailed check
4785-QRJHC,One year,True,Bank transfer (automatic)
0269-XFESX,One year,False,Mailed check
1709-EJDOX,Two year,False,Mailed check
4316-XCSLJ,Month-to-month,True,Mailed check
8610-WFCJF,Month-to-month,True,Electronic check
9693-XMUOB,Month-to-month,True,Electronic check
0383-CLDDA,Two year,True,Credit card (automatic)
4905-JEFDW,One year,True,Electronic check
2709-UQGNP,Month-to-month,True,Mailed check
3549-ZTMNH,Two year,True,Bank transfer (automatic)
7881-INRLC,Month-to-month,True,Credit card (automatic)
8033-ATFAS,Month-to-month,True,Mailed check
1635-NZATJ,Two year,False,Credit card (automatic)
0562-HKHML,Two year,False,Credit card (automatic)
8277-RVRSV,One year,False,Credit card (automatic)
9943-VSZUV,Month-to-month,True,Mailed check
0117-LFRMW,Month-to-month,False,Bank transfer (automatic)
6172-FECYY,Month-to-month,False,Electronic check
7054-ENNGU,Month-to-month,False,Mailed check
1455-HFBXA,Two year,True,Credit card (automatic)
9402-CXWPL,One year,False,Electronic check
1628-BIZYP,Month-to-month,True,Electronic check
1965-AKTSX,Month-to-month,True,Electronic check
0082-LDZUE,Month-to-month,True,Mailed check
4786-UKSNZ,Month-to-month,False,Mailed check
5343-SGUBI,One year,True,Mailed check
0856-NAOES,Month-to-month,False,Mailed check
1976-AZZPJ,Month-to-month,False,Mailed check
7248-VZQLC,Month-to-month,True,Bank transfer (automatic)
6156-UZDLF,One year,True,Credit card (automatic)
3099-OONVS,Month-to-month,False,Electronic check
9500-WBGRP,Two year,True,Mailed check
5183-KLYEM,Two year,True,Credit card (automatic)
5144-PQCDZ,Month-to-month,True,Mailed check
8514-VZHEB,Two year,False,Mailed check
6625-IUTTT,Two year,False,Bank transfer (automatic)
9355-NPPFS,Month-to-month,True,Electronic check
0068-FIGTF,One year,False,Mailed check
5965-GGPRW,Two year,False,Bank transfer (automatic)
8035-PWSEV,Month-to-month,True,Electronic check
2236-HILPA,Two year,False,Credit card (automatic)
1840-BIUOG,One year,True,Electronic check
1356-MKYSK,Month-to-month,False,Credit card (automatic)
6080-LNESI,Two year,False,Mailed check
1830-IPXVJ,Two year,False,Credit card (automatic)
5828-DWPIL,Month-to-month,True,Electronic check
8398-TBIYD,Two year,True,Bank transfer (automatic)
0011-IGKFF,Month-to-month,True,Electronic check
4192-GORJT,Month-to-month,True,Electronic check
6496-SLWHQ,Month-to-month,True,Electronic check
9912-GVSEQ,Month-to-month,True,Electronic check
2931-FSOHN,Month-to-month,True,Electronic check
9418-RUKPH,Two year,True,Mailed check
5383-MMTWC,Month-to-month,True,Electronic check
9971-ZWPBF,Month-to-month,True,Electronic check
4712-AUQZO,Month-to-month,False,Mailed check
9711-FJTBX,One year,True,Mailed check
2908-ZTPNF,Month-to-month,True,Bank transfer (automatic)
7240-ETPTR,Month-to-month,True,Electronic check
2202-CUYXZ,Month-to-month,True,Electronic check
5995-OIGLP,Month-to-month,False,Mailed check
8421-WZOOW,Month-to-month,True,Credit card (automatic)
6261-RCVNS,One year,False,Credit card (automatic)
7951-QKZPL,Two year,True,Mailed check
1414-YADCW,Two year,False,Bank transfer (automatic)
8756-RDDLT,Month-to-month,False,Electronic check
2862-PFNIK,Month-to-month,True,Electronic check
5816-QVHRX,Month-to-month,False,Credit card (automatic)
4430-YHXGG,Month-to-month,True,Mailed check
6888-SBYAI,Month-to-month,True,Mailed check
7395-XWZOY,Month-to-month,True,Credit card (automatic)
7169-YWAMK,Two year,False,Bank transfer (automatic)
3640-PHQXK,Month-to-month,True,Electronic check
6877-LGWXO,Month-to-month,False,Electronic check
6859-RKMZJ,Month-to-month,True,Bank transfer (automatic)
2729-VNVAP,Two year,False,Credit card (automatic)
2957-JIRMN,One year,False,Electronic check
2049-BAFNW,Month-to-month,False,Mailed check
3842-QTGDL,Month-to-month,False,Bank transfer (automatic)
7163-OCEQI,One year,True,Mailed check
9782-LGXMC,Month-to-month,False,Bank transfer (automatic)
5975-BAICR,One year,True,Credit card (automatic)
8019-ENHXU,Month-to-month,True,Electronic check
5167-GBFRE,Month-to-month,True,Bank transfer (automatic)
9033-EOXWV,One year,False,Mailed check
4673-KKSLS,Month-to-month,False,Electronic check
4853-OITSN,Month-to-month,True,Electronic check
9800-OUIGR,Two year,False,Credit card (automatic)
1324-NLTJE,Month-to-month,False,Credit card (automatic)
2324-EFHVG,Two year,True,Bank transfer (automatic)
7094-MSZAO,Month-to-month,True,Credit card (automatic)
1522-VVDMG,Month-to-month,True,Electronic check
6907-CQGPN,Month-to-month,False,Electronic check
0780-XNZFN,Two year,False,Bank transfer (automatic)
0239-OXEXL,Month-to-month,False,Mailed check
2675-IJRGJ,Two year,False,Bank transfer (automatic)
7049-GKVZY,One year,False,Credit card (automatic)
8577-QSOCG,Two year,True,Mailed check
3721-CNZHX,One year,False,Mailed check
0212-ISBBF,Month-to-month,True,Electronic check
9185-TQCVP,Month-to-month,True,Electronic check
3585-YNADK,One year,False,Bank transfer (automatic)
5271-DBYSJ,Month-to-month,True,Credit card (automatic)
1099-GODLO,Two year,False,Mailed check
6828-HMKWP,Two year,False,Bank transfer (automatic)
5567-WSELE,Month-to-month,True,Electronic check
1472-TNCWL,Month-to-month,True,Electronic check
8063-RJYNF,Month-to-month,True,Electronic check
0687-ZVTHB,One year,False,Credit card (automatic)
2080-GKCWQ,Month-to-month,False,Electronic check
9661-ACXBS,Month-to-month,True,Electronic check
2193-SFWQW,Two year,False,Bank transfer (automatic)
5656-JAMLX,Two year,False,Bank transfer (automatic)
3462-BJQQA,Month-to-month,True,Electronic check
0442-TDYUO,Two year,True,Mailed check
6733-LRIZX,Two year,True,Electronic check
9503-XJUME,One year,False,Credit card (automatic)
4367-NHWMM,Month-to-month,True,Mailed check
3727-RJMEO,Month-to-month,True,Electronic check
3779-OSWCF,Two year,False,Credit card (automatic)
6736-DHUQI,One year,False,Bank transfer (automatic)
3915-ODIYG,One year,True,Electronic check
1360-RCYRT,Month-to-month,True,Bank transfer (automatic)
2724-FJDYW,One year,False,Bank transfer (automatic)
4451-RWASJ,One year,True,Mailed check
6646-VRFOL,Month-to-month,True,Electronic check
3460-TJBWI,Two year,False,Mailed check
5917-HBSDW,Month-to-month,False,Electronic check
5685-IIXLY,Month-to-month,True,Electronic check
5671-UUNXD,One year,True,Electronic check
0956-ACVZC,One year,True,Credit card (automatic)
2325-NBPZG,Month-to-month,True,Electronic check
4250-ZBWLV,One year,False,Electronic check
4482-FTFFX,Month-to-month,False,Electronic check
8859-DZTGQ,Two year,False,Mailed check
0440-MOGPM,One year,True,Electronic check
0020-JDNXP,One year,False,Mailed check
3752-CQSJI,Month-to-month,True,Mailed check
5025-GOOKI,Month-to-month,True,Credit card (automatic)
4698-KVLLG,Two year,False,Credit card (automatic)
5095-AESKG,Month-to-month,True,Credit card (automatic)
2887-JPYLU,Month-to-month,False,Bank transfer (automatic)
4770-QAZXN,Month-to-month,False,Credit card (automatic)
4896-CPRPF,Two year,False,Bank transfer (automatic)
1871-MOWRM,Month-to-month,False,Bank transfer (automatic)
9714-EDSUC,Month-to-month,True,Mailed check
2027-OAQQC,Month-to-month,True,Bank transfer (automatic)
0282-NVSJS,Month-to-month,True,Mailed check
9090-SGQXL,Month-to-month,True,Electronic check
6595-YGXIT,Month-to-month,True,Electronic check
7353-YOWFP,One year,False,Mailed check
9835-ZIITK,One year,True,Electronic check
8008-ESFLK,One year,False,Electronic check
7537-CBQUZ,Month-to-month,True,Bank transfer (automatic)
1555-DJEQW,Two year,True,Bank transfer (automatic)
5649-TJHOV,Month-to-month,False,Bank transfer (automatic)
0519-XUZJU,Month-to-month,False,Mailed check
3363-EWLGO,Month-to-month,False,Mailed check
4750-UKWJK,One year,False,Mailed check
6338-AVWCY,Month-to-month,True,Mailed check
1689-YQBYY,Month-to-month,True,Electronic check
4487-ZYJZK,One year,False,Credit card (automatic)
2959-FENLU,Month-to-month,True,Credit card (automatic)
0708-LGSMF,Month-to-month,True,Electronic check
9253-QXKBE,Month-to-month,True,Electronic check
7634-HLQJR,Two year,False,Credit card (automatic)
0487-RPVUM,Month-to-month,False,Bank transfer (automatic)
4079-ULGFR,Month-to-month,False,Mailed check
2516-XSJKX,Two year,False,Electronic check
0057-QBUQH,Two year,True,Electronic check
9445-SZLCH,Month-to-month,True,Bank transfer (automatic)
6599-SFQVE,Month-to-month,True,Electronic check
8331-ZXFOE,One year,True,Credit card (automatic)
4003-FUSHP,Month-to-month,True,Credit card (automatic)
0356-ERHVT,Month-to-month,True,Bank transfer (automatic)
7325-ENZFI,One year,True,Bank transfer (automatic)
4884-ZTHVF,Month-to-month,True,Electronic check
3920-HIHMQ,Month-to-month,True,Mailed check
3055-OYMSE,Month-to-month,True,Credit card (automatic)
0613-WUXUM,Two year,True,Mailed check
7568-PODML,Month-to-month,True,Mailed check
4458-KVRBJ,Two year,False,Mailed check
5349-IECLD,Month-to-month,False,Electronic check
1397-XKKWR,One year,False,Mailed check
3945-GFWQL,Month-to-month,True,Electronic check
8097-OMULG,One year,False,Credit card (automatic)
6013-BHCAW,Two year,True,Bank transfer (automatic)
0401-WDBXM,Two year,True,Bank transfer (automatic)
3387-PLKUI,Month-to-month,False,Mailed check
6096-EGVTU,One year,False,Mailed check
3797-VTIDR,Month-to-month,True,Electronic check
5081-NWSUP,One year,False,Mailed check
2580-ATZSQ,One year,False,Bank transfer (automatic)
8085-MSNLK,Two year,False,Mailed check
9691-HKOVS,One year,True,Electronic check
9881-VCZEP,Month-to-month,False,Electronic check
9526-BIHHD,Month-to-month,False,Mailed check
8757-TFHHJ,Month-to-month,True,Credit card (automatic)
4523-WXCEF,Month-to-month,False,Electronic check
1468-DEFNC,Two year,True,Bank transfer (automatic)
5119-KEPFY,Month-to-month,True,Bank transfer (automatic)
8364-TRMMK,Month-to-month,True,Mailed check
0916-KNFAJ,Two year,True,Mailed check
8319-QBEHW,One year,True,Bank transfer (automatic)
3063-QFSZL,Month-to-month,True,Electronic check
8775-LHDJH,Month-to-month,True,Electronic check
9625-QNLUX,Two year,True,Credit card (automatic)
3097-NQYSN,Month-to-month,True,Mailed check
4024-CSNBY,Two year,True,Bank transfer (automatic)
7110-BDTWG,Two year,True,Electronic check
7493-GVFIO,Two year,False,Credit card (automatic)
0690-SRQID,Month-to-month,True,Mailed check
9605-WGJVW,Month-to-month,True,Electronic check
9114-DPSIA,Two year,False,Credit card (automatic)
4700-UBQMV,One year,True,Bank transfer (automatic)
7711-GQBZC,Two year,False,Bank transfer (automatic)
3565-UNOCC,Month-to-month,True,Bank transfer (automatic)
4627-MIHJH,Two year,False,Credit card (automatic)
9795-NREXC,Two year,True,Credit card (automatic)
8573-CGOCC,Month-to-month,False,Credit card (automatic)
7356-AYNJP,One year,False,Electronic check
9249-FXSCK,One year,True,Credit card (automatic)
5493-SDRDQ,Month-to-month,True,Mailed check
6286-SUUWT,Month-to-month,False,Mailed check
4819-HJPIW,Month-to-month,False,Mailed check
8654-DHAOW,Month-to-month,False,Mailed check
5438-QMDDL,Month-to-month,True,Mailed check
9812-GHVRI,Month-to-month,False,Bank transfer (automatic)
5553-AOINX,One year,True,Electronic check
1228-ZLNBX,Month-to-month,False,Mailed check
4226-KKDON,Month-to-month,True,Electronic check
3831-YCPUO,Two year,True,Credit card (automatic)
7445-WMRBW,One year,True,Bank transfer (automatic)
3308-DGHKL,Two year,True,Bank transfer (automatic)
9924-JPRMC,Two year,True,Electronic check
0080-EMYVY,One year,False,Credit card (automatic)
6218-KNUBD,Month-to-month,False,Electronic check
7337-CINUD,Two year,False,Bank transfer (automatic)
7609-NRNCA,One year,False,Mailed check
0623-EJQEG,One year,False,Electronic check
7153-CHRBV,One year,True,Mailed check
0871-URUWO,Month-to-month,True,Credit card (automatic)
9190-MFJLN,Month-to-month,True,Credit card (automatic)
6198-PNNSZ,One year,False,Bank transfer (automatic)
3317-VLGQT,Month-to-month,True,Electronic check
4132-POCZS,Month-to-month,True,Electronic check
5614-DNZCE,Two year,True,Credit card (automatic)
1095-JUDTC,Month-to-month,True,Electronic check
3896-RCYYE,Month-to-month,True,Credit card (automatic)
9638-JIQYA,Month-to-month,True,Credit card (automatic)
